Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other (U/O) Count,U/O Average Years in Title,U/O Average Years at School
2023,ACADEMY FOR SOFTWARE ENGINEERING,02M546,M546,HIGH SCHOOL,3,32,13,*,,,5,8,1.4,*,,,*,,,5,3.5,2.1,16,7.4,5.9,*,,,*,,
2023,BRONX LEGACY HIGH SCHOOL,07X625,X625,HIGH SCHOOL,2,16,4,*,,,*,,,9,6.6,0.3,*,,,*,,,*,,,*,,,*,,
2023,BRONX ARENA HIGH SCHOOL,08X537,X537,HIGH SCHOOL,2,14,2,*,,,*,,,*,,,*,,,*,,,7,10.5,8.1,*,,,*,,
2023,THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,19K953,K953,HIGH SCHOOL,2,12,4,*,,,*,,,5,8.3,1.8,*,,,*,,,*,,,*,,,*,,
2023,GOTHAM TECH HIGH SCHOOL,30Q417,Q417,HIGH SCHOOL,1,7,2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
2023,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,71M047,M047,HIGH SCHOOL,3,35,5,*,,,*,,,5,11.2,10.5,*,,,*,,,26,4.7,2.5,*,,,*,,
2023,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,71M135,M135,HIGH SCHOOL,3,25,4,*,,,*,,,*,,,*,,,11,5.9,2.5,12,9.1,5,*,,,*,,
2023,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HI,71M139,M139,HIGH SCHOOL,3,35,11,*,,,*,,,7,11.1,2.7,*,,,5,7,3.5,20,5.5,3.5,*,,,*,,
2023,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,71M157,M157,HIGH SCHOOL,2,21,5,*,,,*,,,*,,,*,,,7,5.3,1.4,7,6.7,3.9,*,,,*,,
2023,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE,71M211,M211,HIGH SCHOOL,3,37,9,*,,,*,,,8,13.5,3.2,*,,,10,5.9,3.1,17,9.8,4.9,*,,,*,,
2023,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,71M280,M280,HIGH SCHOOL,3,38,5,*,,,*,,,9,8.8,3.6,*,,,*,,,22,5.6,3.6,*,,,*,,
2023,URBAN ASSEMBLY MAKER ACADEMY,71M282,M282,HIGH SCHOOL,4,46,7,*,,,5,6.5,2.2,13,8.2,1.7,*,,,7,6.9,4,19,5.1,1.9,*,,,*,,
2023,HARLEM RENAISSANCE HIGH SCHOOL,71M285,M285,HIGH SCHOOL,2,13,4,*,,,*,,,*,,,*,,,*,,,6,13.8,7.5,*,,,*,,
2023,FOOD AND FINANCE HIGH SCHOOL,71M288,M288,HIGH SCHOOL,3,32,6,*,,,*,,,7,7.9,4.2,*,,,9,7.3,3.7,11,10.6,8.7,*,,,*,,
2023,ORCHARD COLLEGIATE ACADEMY,71M292,M292,HIGH SCHOOL,2,25,5,*,,,5,6.8,5,*,,,*,,,*,,,13,9.6,5.7,*,,,*,,
2023,ESSEX STREET ACADEMY,71M294,M294,HIGH SCHOOL,2,30,4,*,,,5,10.1,5.7,5,5.9,1.7,*,,,*,,,17,12.8,9.1,*,,,*,,
2023,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,71M296,M296,HIGH SCHOOL,2,20,5,*,,,*,,,*,,,*,,,*,,,13,16,11.5,*,,,*,,
2023,PACE HIGH SCHOOL,71M298,M298,HIGH SCHOOL,4,45,8,*,,,*,,,8,14,5.6,*,,,9,9,4.9,22,12.1,8.1,*,,,*,,
2023,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,71M299,M299,HIGH SCHOOL,2,14,3,*,,,*,,,*,,,*,,,5,11.6,6.5,6,18.5,8.1,*,,,*,,
2023,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,71M300,M300,HIGH SCHOOL,1,26,6,*,,,*,,,10,7.6,4.6,*,,,6,9.4,6.7,6,8.2,5.9,*,,,*,,
2023,FACING HISTORY SCHOOL  THE,71M303,M303,HIGH SCHOOL,2,31,6,*,,,*,,,8,12.4,6.8,*,,,7,5.8,4.1,16,7.7,5.8,*,,,*,,
2023,MOTT HALL HIGH SCHOOL,71M304,M304,HIGH SCHOOL,2,17,6,*,,,*,,,6,9.9,2.4,*,,,*,,,6,4.4,3.9,*,,,*,,
2023,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW  THE,71M305,M305,HIGH SCHOOL,2,24,7,*,,,*,,,6,10.4,5.8,*,,,*,,,15,7,3.8,*,,,*,,
2023,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE,71M307,M307,HIGH SCHOOL,3,30,15,*,,,*,,,*,,,*,,,5,7.4,4.3,17,6.8,5.1,*,,,*,,
2023,LOWER MANHATTAN ARTS ACADEMY,71M308,M308,HIGH SCHOOL,1,26,7,*,,,*,,,*,,,*,,,*,,,16,9.4,4.8,*,,,*,,
2023,THE JUDITH S. KAYE SCHOOL,71M310,M310,HIGH SCHOOL,3,11,1,*,,,*,,,*,,,*,,,*,,,5,15.7,3.1,*,,,*,,
2023,JAMES BALDWIN SCHOOL  THE: A SCHOOL FOR EXPEDITION,71M313,M313,HIGH SCHOOL,2,16,5,*,,,*,,,6,11,9.8,*,,,*,,,7,16,8.9,*,,,*,,
2023,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,71M316,M316,HIGH SCHOOL,1,9,4,*,,,*,,,*,,,*,,,*,,,7,7.7,7,*,,,*,,
2023,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,71M369,M369,HIGH SCHOOL,2,24,8,*,,,*,,,9,9.9,5.3,*,,,*,,,8,9.9,4.9,*,,,*,,
2023,GRAMERCY ARTS HIGH SCHOOL,71M374,M374,HIGH SCHOOL,3,37,12,*,,,5,3.2,1.9,5,9.3,1.6,*,,,6,3.5,3,20,7.3,4.2,*,,,*,,
2023,NYC ISCHOOL,71M376,M376,HIGH SCHOOL,2,37,8,*,,,*,,,*,,,*,,,9,5,3.3,21,12.4,7.5,*,,,*,,
2023,MANHATTAN BUSINESS ACADEMY,71M392,M392,HIGH SCHOOL,3,32,3,*,,,5,7.1,5.6,5,11.4,4.3,*,,,*,,,18,9,5.6,*,,,*,,
2023,BUSINESS OF SPORTS SCHOOL,71M393,M393,HIGH SCHOOL,3,37,6,*,,,*,,,12,11.2,5.9,*,,,9,8,6.1,13,10.4,4.8,*,,,*,,
2023,EMMA LAZARUS HIGH SCHOOL,71M394,M394,HIGH SCHOOL,3,18,6,*,,,*,,,*,,,*,,,*,,,10,7.3,5.1,*,,,*,,
2023,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,71M399,M399,HIGH SCHOOL,3,15,4,*,,,*,,,*,,,*,,,*,,,8,9.5,5.5,*,,,*,,
2023,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,71M400,M400,HIGH SCHOOL,7,72,13,*,,,10,13.4,10.7,7,10.9,4.8,*,,,13,8.1,5.3,39,10.6,6,*,,,*,,
2023,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,71M402,M402,HIGH SCHOOL,1,28,6,*,,,*,,,*,,,*,,,*,,,20,4.9,3.1,*,,,*,,
2023,THE GLOBAL LEARNING COLLABORATIVE,71M403,M403,HIGH SCHOOL,3,34,7,*,,,5,7.9,4.8,*,,,*,,,5,16.2,2.2,19,12.6,6.8,*,,,*,,
2023,INNOVATION DIPLOMA PLUS,71M404,M404,HIGH SCHOOL,2,12,2,*,,,*,,,*,,,*,,,*,,,7,11,7.6,*,,,*,,
2023,BARUCH COLLEGE CAMPUS HIGH SCHOOL,71M411,M411,HIGH SCHOOL,3,30,6,*,,,*,,,*,,,*,,,*,,,21,8.2,6.1,*,,,*,,
2023,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,71M412,M412,HIGH SCHOOL,3,47,17,*,,,*,,,*,,,*,,,6,4.3,2,35,10.9,6.7,*,,,*,,
2023,N.Y.C. MUSEUM SCHOOL,71M414,M414,HIGH SCHOOL,3,32,8,*,,,*,,,*,,,*,,,6,11.2,3.4,17,13.5,7.1,*,,,*,,
2023,ELEANOR ROOSEVELT HIGH SCHOOL,71M416,M416,HIGH SCHOOL,2,34,5,*,,,6,11.6,5.8,*,,,*,,,*,,,25,11.8,8.5,*,,,*,,
2023,FRANK MCCOURT HIGH SCHOOL,71M417,M417,HIGH SCHOOL,2,31,6,*,,,*,,,5,11,3.3,*,,,6,4.8,2.2,18,7.8,4.8,*,,,*,,
2023,MILLENNIUM HIGH SCHOOL,71M418,M418,HIGH SCHOOL,3,43,5,*,,,9,9.9,8,*,,,*,,,*,,,31,11.5,8.3,*,,,*,,
2023,LANDMARK HIGH SCHOOL,71M419,M419,HIGH SCHOOL,3,32,10,*,,,*,,,*,,,*,,,*,,,19,7.9,4.9,*,,,*,,
2023,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,71M420,M420,HIGH SCHOOL,10,97,20,*,,,18,11.6,9.1,10,14.7,13.2,*,,,11,13.1,8.1,54,11.3,8.9,*,,,*,,
2023,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,71M423,M423,HIGH SCHOOL,2,15,3,*,,,*,,,*,,,*,,,*,,,7,8.9,4.4,*,,,*,,
2023,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,71M425,M425,HIGH SCHOOL,2,20,6,*,,,*,,,*,,,*,,,7,14,9,7,9.9,5.2,*,,,*,,
2023,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,71M427,M427,HIGH SCHOOL,3,15,4,*,,,*,,,*,,,*,,,6,13.3,6.9,5,7.4,6.2,*,,,*,,
2023,MURRAY HILL ACADEMY,71M432,M432,HIGH SCHOOL,2,20,7,*,,,*,,,*,,,*,,,*,,,12,14.4,6.6,*,,,*,,
2023,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,71M435,M435,HIGH SCHOOL,8,88,14,*,,,13,8.5,6.6,5,6.5,5.3,*,,,31,6.4,5.8,39,11.6,8.1,*,,,*,,
2023,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,71M437,M437,HIGH SCHOOL,3,18,8,*,,,*,,,*,,,*,,,*,,,10,8,2.2,*,,,*,,
2023,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,71M438,M438,HIGH SCHOOL,2,25,6,*,,,*,,,*,,,*,,,6,5.8,5.8,14,15.3,9.3,*,,,*,,
2023,MANHATTAN VILLAGE ACADEMY,71M439,M439,HIGH SCHOOL,3,30,5,*,,,*,,,*,,,*,,,*,,,19,9.6,8.6,*,,,*,,
2023,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,71M448,M448,HIGH SCHOOL,3,39,11,*,,,7,12.2,7.4,*,,,*,,,6,10.4,5.9,21,4.8,3.5,*,,,*,,
2023,VANGUARD HIGH SCHOOL,71M449,M449,HIGH SCHOOL,2,33,7,*,,,5,14.8,10.4,6,8.9,3.5,*,,,7,7.4,5.9,13,12.1,8.6,*,,,*,,
2023,FORSYTH SATELLITE ACADEMY,71M458,M458,HIGH SCHOOL,2,11,4,*,,,*,,,*,,,*,,,5,10.5,5,5,10.6,6.3,*,,,*,,
2023,MANHATTAN INTERNATIONAL HIGH SCHOOL,71M459,M459,HIGH SCHOOL,3,23,7,*,,,7,12.1,8.6,*,,,*,,,*,,,7,7.3,6,*,,,*,,
2023,THE COLLEGE ACADEMY,71M462,M462,HIGH SCHOOL,4,28,13,*,,,*,,,*,,,*,,,19,7.5,5,6,16.1,13.6,*,,,*,,
2023,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,71M463,M463,HIGH SCHOOL,3,28,7,*,,,*,,,*,,,*,,,18,7.8,4.7,5,12.1,11.5,*,,,*,,
2023,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,71M467,M467,HIGH SCHOOL,4,37,15,*,,,*,,,*,,,*,,,18,8.1,6.3,14,14.5,11.5,*,,,*,,
2023,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,71M468,M468,HIGH SCHOOL,4,29,10,*,,,*,,,6,6.8,1.8,*,,,11,11.7,8.8,11,16.9,10,*,,,*,,
2023,STUYVESANT HIGH SCHOOL,71M475,M475,HIGH SCHOOL,11,154,32,*,,,30,11.2,7.3,6,18.4,9.6,*,,,15,19,10,99,16.6,12.8,*,,,*,,
2023,BEACON HIGH SCHOOL,71M479,M479,HIGH SCHOOL,4,84,15,*,,,7,15.8,11,11,15.8,8.5,*,,,10,11.1,2.6,54,11.7,6.8,*,,,*,,
2023,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,71M485,M485,HIGH SCHOOL,14,149,23,*,,,21,16,10.1,16,13.2,9.4,*,,,8,11,3.4,95,13.7,10.5,*,,,6,10.9,7.9
2023,HIGH SCHOOL OF ECONOMICS AND FINANCE,71M489,M489,HIGH SCHOOL,4,47,7,*,,,6,8.4,4.2,*,,,*,,,6,9.6,5,28,9.2,5.8,*,,,*,,
2023,HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTIC,71M492,M492,HIGH SCHOOL,2,31,8,*,,,5,15.2,9.1,8,6.7,3.3,*,,,*,,,15,14.2,10.4,*,,,*,,
2023,HIGH SCHOOL OF ARTS AND TECHNOLOGY,71M494,M494,HIGH SCHOOL,4,36,10,*,,,*,,,7,11,3.7,*,,,8,13,4.6,16,8.5,3.7,*,,,*,,
2023,PARK EAST HIGH SCHOOL,71M495,M495,HIGH SCHOOL,3,35,8,*,,,*,,,*,,,*,,,8,9.4,5.3,23,13,9.3,*,,,*,,
2023,UNITY CENTER FOR URBAN TECHNOLOGIES,71M500,M500,HIGH SCHOOL,3,17,5,*,,,*,,,*,,,*,,,10,6.1,4.8,*,,,*,,,*,,
2023,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,71M505,M505,HIGH SCHOOL,1,24,4,*,,,*,,,*,,,*,,,5,11.7,8.9,11,19.5,15.8,*,,,*,,
2023,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,71M507,M507,HIGH SCHOOL,2,38,10,*,,,6,8.7,5,6,8.1,7,*,,,8,2.4,1.5,18,8.7,5.5,*,,,*,,
2023,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,71M515,M515,HIGH SCHOOL,2,36,8,*,,,12,12.9,12.5,*,,,*,,,9,7.6,2.9,11,13.8,11.6,*,,,*,,
2023,TALENT UNLIMITED HIGH SCHOOL,71M519,M519,HIGH SCHOOL,3,34,10,*,,,6,5.1,2.6,*,,,*,,,*,,,20,12.7,8.2,*,,,*,,
2023,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,71M520,M520,HIGH SCHOOL,1,15,6,*,,,5,14.7,11.3,*,,,*,,,*,,,5,24,16.5,*,,,*,,
2023,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,71M529,M529,HIGH SCHOOL,2,20,6,*,,,5,6.1,2.3,*,,,*,,,5,13.5,9.2,7,12.8,8.5,*,,,*,,
2023,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,71M531,M531,HIGH SCHOOL,3,18,4,*,,,*,,,*,,,*,,,*,,,12,6.1,2.9,*,,,*,,
2023,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,71M533,M533,HIGH SCHOOL,3,34,6,*,,,5,7.4,4.9,*,,,*,,,10,5.8,4.9,15,9.9,5.7,*,,,*,,
2023,HARVEST COLLEGIATE HIGH SCHOOL,71M534,M534,HIGH SCHOOL,3,37,5,*,,,*,,,8,11,1.6,*,,,8,6.4,4,16,9.8,5.2,*,,,*,,
2023,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,71M540,M540,HIGH SCHOOL,8,83,26,*,,,7,12.3,6.3,14,12.9,6.2,*,,,31,11.1,6.4,26,12.9,8.3,*,,,*,,
2023,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,71M541,M541,HIGH SCHOOL,3,27,5,*,,,7,13.4,8.3,*,,,*,,,*,,,14,9.9,8.1,*,,,*,,
2023,MANHATTAN BRIDGES HIGH SCHOOL,71M542,M542,HIGH SCHOOL,2,33,7,*,,,*,,,*,,,*,,,19,9.9,6.5,8,9.3,6.1,*,,,*,,
2023,NEW DESIGN HIGH SCHOOL,71M543,M543,HIGH SCHOOL,3,47,9,*,,,*,,,*,,,*,,,7,5.6,1.9,33,11.1,7.2,*,,,*,,
2023,INDEPENDENCE HIGH SCHOOL,71M544,M544,HIGH SCHOOL,2,23,4,*,,,*,,,5,16,8,*,,,5,11.9,7.7,13,9.3,5,*,,,*,,
2023,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,71M545,M545,HIGH SCHOOL,2,23,5,*,,,13,7.8,5.5,*,,,*,,,*,,,7,12,11.7,*,,,*,,
2023,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,71M550,M550,HIGH SCHOOL,3,29,7,*,,,7,12.1,8.1,*,,,*,,,7,14.9,8.4,12,8.1,3.5,*,,,*,,
2023,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,71M551,M551,HIGH SCHOOL,4,41,11,*,,,*,,,*,,,*,,,*,,,27,10.8,6.4,*,,,*,,
2023,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,71M552,M552,HIGH SCHOOL,4,38,9,*,,,*,,,*,,,*,,,27,11.6,6.8,*,,,*,,,*,,
2023,CENTRAL PARK EAST HIGH SCHOOL,71M555,M555,HIGH SCHOOL,3,34,9,*,,,*,,,*,,,*,,,*,,,24,11.8,9.7,*,,,*,,
2023,HIGH SCHOOL M560 - CITY AS SCHOOL,71M560,M560,HIGH SCHOOL,3,36,11,*,,,*,,,8,14.1,6.1,*,,,7,15.4,7,16,16.3,8.1,*,,,*,,
2023,URBAN ACADEMY LABORATORY HIGH SCHOOL,71M565,M565,HIGH SCHOOL,1,15,4,*,,,*,,,6,16.1,13.6,*,,,*,,,5,23.3,19,*,,,*,,
2023,SATELLITE ACADEMY HIGH SCHOOL,71M570,M570,HIGH SCHOOL,2,12,3,*,,,*,,,*,,,*,,,*,,,5,16.9,9.1,*,,,*,,
2023,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,71M575,M575,HIGH SCHOOL,6,44,14,*,,,*,,,*,,,*,,,6,16,10.4,30,10.3,6.3,*,,,*,,
2023,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,71M580,M580,HIGH SCHOOL,2,22,4,*,,,*,,,*,,,*,,,*,,,17,17.9,14.8,*,,,*,,
2023,HARVEY MILK HIGH SCHOOL,71M586,M586,HIGH SCHOOL,2,10,3,*,,,*,,,*,,,*,,,*,,,6,9.3,6.5,*,,,*,,
2023,THE HIGH SCHOOL OF FASHION INDUSTRIES,71M600,M600,HIGH SCHOOL,13,110,34,*,,,12,11.6,8.6,10,4.8,3.3,*,,,17,8.8,7.8,67,9.8,6.9,*,,,*,,
2023,HUMANITIES PREPARATORY ACADEMY,71M605,M605,HIGH SCHOOL,2,21,4,*,,,*,,,*,,,*,,,*,,,10,10.6,4.1,*,,,*,,
2023,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,71M615,M615,HIGH SCHOOL,3,34,12,*,,,5,12.3,6.9,8,15.4,3.5,*,,,6,4.4,2.9,15,16.4,11.7,*,,,*,,
2023,ART AND DESIGN HIGH SCHOOL,71M630,M630,HIGH SCHOOL,8,97,21,*,,,12,7.7,5.2,13,11,7.5,*,,,11,7.9,5.3,58,9.9,7.6,*,,,*,,
2023,CASCADES HIGH SCHOOL,71M650,M650,HIGH SCHOOL,2,13,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
2023,THE HIGH SCHOOL FOR CLIMATE JUSTICE,71M655,M655,HIGH SCHOOL,3,27,7,*,,,5,13.7,13.5,*,,,*,,,*,,,15,11.4,8,*,,,*,,
2023,HERITAGE SCHOOL  THE,71M680,M680,HIGH SCHOOL,3,22,6,*,,,*,,,*,,,*,,,*,,,15,5,3.3,*,,,*,,
2023,HIGH SCHOOL FOR MATHEMATICS  SCIENCE AND ENGINEERI,71M692,M692,HIGH SCHOOL,2,31,6,*,,,6,13.7,5.6,*,,,*,,,*,,,19,16.1,12.7,*,,,*,,
2023,BARD HIGH SCHOOL EARLY COLLEGE,71M696,M696,HIGH SCHOOL,3,43,6,*,,,11,9.6,6.8,*,,,*,,,6,10.4,6.3,22,13.7,8.7,*,,,*,,
2023,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,72X213,X213,HIGH SCHOOL,3,31,9,*,,,*,,,14,14.6,6.4,*,,,5,18.4,11.7,8,15.8,7.7,*,,,*,,
2023,BRONX COLLEGIATE ACADEMY,72X227,X227,HIGH SCHOOL,5,27,10,*,,,*,,,6,16.5,8,*,,,8,8.8,6.9,10,11.3,9.6,*,,,*,,
2023,THE MARIE CURIE SCHOOL FOR MEDICINE  NURSING  AND,72X237,X237,HIGH SCHOOL,2,25,6,*,,,*,,,6,16.6,7.2,*,,,*,,,17,12.3,8.2,*,,,*,,
2023,METROPOLITAN HIGH SCHOOL  THE,72X248,X248,HIGH SCHOOL,3,20,6,*,,,*,,,8,12,3.1,*,,,*,,,6,14,4,*,,,*,,
2023,BRONX HEALTH SCIENCES HIGH SCHOOL,72X249,X249,HIGH SCHOOL,3,25,6,*,,,*,,,*,,,*,,,*,,,16,8,4,*,,,*,,
2023,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,72X250,X250,HIGH SCHOOL,3,28,10,*,,,*,,,6,13.8,6,*,,,7,7.6,4.6,13,12.3,7.4,*,,,*,,
2023,EXPLORATIONS ACADEMY H.S.,72X251,X251,HIGH SCHOOL,3,27,10,*,,,*,,,5,14,2.6,*,,,14,6.2,4.4,8,11.5,7.7,*,,,*,,
2023,MOTT HALL BRONX HIGH SCHOOL,72X252,X252,HIGH SCHOOL,2,31,7,*,,,*,,,7,5.6,3.6,*,,,8,2,1.5,13,9.8,5.6,*,,,*,,
2023,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,72X253,X253,HIGH SCHOOL,2,18,11,*,,,*,,,8,13.9,8.4,*,,,*,,,6,17.5,9,*,,,*,,
2023,H.E.R.O. HIGH (HEALTH  EDUCATION  AND RESEARCH OCC,72X259,X259,HIGH SCHOOL,3,70,13,*,,,*,,,12,11.6,3.7,*,,,21,5,1.9,31,8.1,3.6,*,,,*,,
2023,BRONX CENTER FOR SCIENCE AND MATHEMATICS,72X260,X260,HIGH SCHOOL,4,30,7,*,,,*,,,6,11.4,4.4,*,,,8,6.2,3.9,12,8.5,6,*,,,*,,
2023,VALIDUS PREPARATORY ACADEMY,72X263,X263,HIGH SCHOOL,2,24,9,*,,,*,,,12,11.5,5.8,*,,,*,,,7,11.2,7.4,*,,,*,,
2023,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),72X264,X264,HIGH SCHOOL,3,39,10,*,,,*,,,7,14.1,4.3,*,,,12,10.8,3,17,7.7,5.2,*,,,*,,
2023,BRONX LAB SCHOOL,72X265,X265,HIGH SCHOOL,3,23,8,*,,,*,,,5,15.1,10.9,*,,,*,,,14,12.3,7.2,*,,,*,,
2023,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,72X268,X268,HIGH SCHOOL,2,18,8,*,,,*,,,*,,,*,,,9,14.7,7.7,5,18.5,9.3,*,,,*,,
2023,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,72X270,X270,HIGH SCHOOL,3,28,9,*,,,*,,,14,12.4,8.6,*,,,*,,,7,16.3,6.6,*,,,*,,
2023,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72X275,X275,HIGH SCHOOL,4,35,10,*,,,5,10.4,7.9,11,11.5,6.5,*,,,*,,,13,19.3,10.5,*,,,*,,
2023,WOMEN'S ACADEMY OF EXCELLENCE,72X282,X282,HIGH SCHOOL,2,17,7,*,,,5,18.5,6.4,5,17.7,10.5,*,,,*,,,6,12.2,5,*,,,*,,
2023,BRONX SCHOOL OF LAW AND FINANCE,72X284,X284,HIGH SCHOOL,3,25,10,*,,,*,,,*,,,*,,,9,9.9,8.2,10,14.6,8.4,*,,,*,,
2023,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,72X288,X288,HIGH SCHOOL,4,32,10,*,,,*,,,15,12.7,3.8,*,,,8,15.3,3.9,7,12.8,7.9,*,,,*,,
2023,BRONX ACADEMY OF HEALTH CAREERS,72X290,X290,HIGH SCHOOL,3,26,7,*,,,*,,,12,11.6,8.5,*,,,9,5.8,0.9,*,,,*,,,*,,
2023,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TH,72X293,X293,HIGH SCHOOL,3,34,9,*,,,*,,,6,12.9,8,*,,,11,10.6,4.3,14,7.7,6.5,*,,,*,,
2023,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,72X297,X297,HIGH SCHOOL,3,38,10,*,,,*,,,7,11,9.3,*,,,9,6.8,4.8,15,6.8,5.4,*,,,*,,
