Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School
2021,ACADEMY FOR SOFTWARE ENGINEERING,02M546,M546,HIGH SCHOOL,3,35,15,18,8.3,4,16,6.3,4.4
2021,WALKABOUT BRONX HIGH SCHOOL,07X625,X625,HIGH SCHOOL,1,4,0,*,,,*,,
2021,BRONX ARENA HIGH SCHOOL,08X537,X537,HIGH SCHOOL,2,16,1,8,6.7,4.5,8,10.3,7.1
2021,SCHOOL FOR TOURISM AND HOSPITALITY,08X559,X559,HIGH SCHOOL,2,20,5,10,14.8,5.9,10,15.3,4.5
2021,THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,19K953,K953,HIGH SCHOOL,3,13,2,*,,,*,,
2021,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,71M047,M047,HIGH SCHOOL,3,25,3,8,7.2,3,17,8.1,6
2021,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,71M135,M135,HIGH SCHOOL,3,23,2,8,7,4.3,15,7.1,2.9
2021,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HI,71M139,M139,HIGH SCHOOL,3,41,13,18,6,2.9,23,5.8,3.9
2021,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,71M157,M157,HIGH SCHOOL,2,25,6,16,4.1,2.2,9,5.6,2.7
2021,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE,71M211,M211,HIGH SCHOOL,3,37,11,16,8.3,3.1,21,7.5,3
2021,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,71M280,M280,HIGH SCHOOL,3,35,6,14,6.1,3.2,21,7,3
2021,URBAN ASSEMBLY MAKER ACADEMY,71M282,M282,HIGH SCHOOL,3,36,8,17,4.9,2.9,19,6.1,2.1
2021,HARLEM RENAISSANCE HIGH SCHOOL,71M285,M285,HIGH SCHOOL,1,17,4,6,16.9,8.6,11,17.3,6
2021,FOOD AND FINANCE HIGH SCHOOL,71M288,M288,HIGH SCHOOL,2,29,5,16,13.6,8,13,10.3,7.1
2021,ORCHARD COLLEGIATE ACADEMY,71M292,M292,HIGH SCHOOL,2,21,4,12,9.4,5.7,9,7.9,3.9
2021,ESSEX STREET ACADEMY,71M294,M294,HIGH SCHOOL,2,25,5,8,10.5,7.4,17,12.6,9.2
2021,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,71M296,M296,HIGH SCHOOL,2,23,7,9,11.9,8.1,14,11.7,7.9
2021,PACE HIGH SCHOOL,71M298,M298,HIGH SCHOOL,4,39,6,20,12,7.5,19,11.3,6.2
2021,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,71M299,M299,HIGH SCHOOL,2,23,3,10,15.2,7.2,13,8.4,4.5
2021,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,71M300,M300,HIGH SCHOOL,2,22,8,7,7.2,5.2,15,8.4,4.3
2021,FACING HISTORY SCHOOL  THE,71M303,M303,HIGH SCHOOL,2,28,10,11,7.2,5.6,17,9.2,5.6
2021,MOTT HALL HIGH SCHOOL,71M304,M304,HIGH SCHOOL,1,14,4,6,10.9,4.3,8,7.4,2.2
2021,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW  THE,71M305,M305,HIGH SCHOOL,3,24,7,12,7.4,3.4,12,6.3,3.7
2021,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE,71M307,M307,HIGH SCHOOL,3,27,9,12,7.8,6.6,15,7.3,5
2021,LOWER MANHATTAN ARTS ACADEMY,71M308,M308,HIGH SCHOOL,2,27,7,12,7.5,4,15,5,3.6
2021,THE JUDITH S. KAYE SCHOOL,71M310,M310,HIGH SCHOOL,3,11,1,*,,,*,,
2021,JAMES BALDWIN SCHOOL  THE: A SCHOOL FOR EXPEDITION,71M313,M313,HIGH SCHOOL,1,19,5,8,11.1,7.9,11,8,5.4
2021,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,71M316,M316,HIGH SCHOOL,1,11,3,*,,,*,,
2021,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,71M369,M369,HIGH SCHOOL,2,26,10,10,5.1,3.5,16,8.9,4.2
2021,GRAMERCY ARTS HIGH SCHOOL,71M374,M374,HIGH SCHOOL,2,29,4,12,10.9,4.8,17,7.5,4
2021,NYC ISCHOOL,71M376,M376,HIGH SCHOOL,2,34,5,13,9.4,5.9,21,9.2,5
2021,MANHATTAN BUSINESS ACADEMY,71M392,M392,HIGH SCHOOL,3,28,2,15,9.6,5.5,13,7.7,4.8
2021,BUSINESS OF SPORTS SCHOOL,71M393,M393,HIGH SCHOOL,3,34,8,15,9.2,3.9,19,9,4.9
2021,EMMA LAZARUS HIGH SCHOOL,71M394,M394,HIGH SCHOOL,3,19,5,7,8.4,4.7,12,8.8,3.8
2021,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,71M399,M399,HIGH SCHOOL,3,17,3,9,8.3,4.1,8,12,4.6
2021,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,71M400,M400,HIGH SCHOOL,6,73,12,26,10.1,6.3,47,8.7,5.2
2021,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,71M402,M402,HIGH SCHOOL,2,30,7,14,7.5,4.2,16,4,2.5
2021,THE GLOBAL LEARNING COLLABORATIVE,71M403,M403,HIGH SCHOOL,2,33,6,14,8.3,5,19,11.4,4.8
2021,INNOVATION DIPLOMA PLUS,71M404,M404,HIGH SCHOOL,2,15,1,6,8,4.4,9,10.6,7.4
2021,BARUCH COLLEGE CAMPUS HIGH SCHOOL,71M411,M411,HIGH SCHOOL,3,28,5,7,8.7,5.9,21,7.2,5.3
2021,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,71M412,M412,HIGH SCHOOL,2,42,14,15,11.3,6.9,27,10.8,6.2
2021,N.Y.C. MUSEUM SCHOOL,71M414,M414,HIGH SCHOOL,2,30,7,10,11.4,4.1,20,10.2,4.3
2021,ELEANOR ROOSEVELT HIGH SCHOOL,71M416,M416,HIGH SCHOOL,3,33,4,15,12.4,8.7,18,11.5,7.8
2021,FRANK MCCOURT HIGH SCHOOL,71M417,M417,HIGH SCHOOL,2,25,5,8,6,3.5,17,8.1,4.7
2021,MILLENNIUM HIGH SCHOOL,71M418,M418,HIGH SCHOOL,2,39,3,10,12.5,8.6,29,10.2,7.5
2021,LANDMARK HIGH SCHOOL,71M419,M419,HIGH SCHOOL,3,26,8,10,9.7,7.2,16,7.1,4.3
2021,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,71M420,M420,HIGH SCHOOL,8,91,19,40,13.2,10.4,51,11.4,8.6
2021,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,71M423,M423,HIGH SCHOOL,1,19,3,9,8.3,3.5,10,12.1,4.4
2021,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,71M425,M425,HIGH SCHOOL,3,20,6,8,14.6,7.5,12,14.1,10.4
2021,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,71M427,M427,HIGH SCHOOL,3,16,5,6,10.5,6.2,10,9.3,6.2
2021,MURRAY HILL ACADEMY,71M432,M432,HIGH SCHOOL,2,21,5,9,8.1,4.9,12,8.9,5.9
2021,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,71M435,M435,HIGH SCHOOL,8,88,18,30,13.3,10.1,58,6.8,5
2021,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,71M437,M437,HIGH SCHOOL,3,27,10,13,8.3,3.8,14,7,2.2
2021,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,71M438,M438,HIGH SCHOOL,2,25,6,11,14.1,7.7,14,8.3,6.2
2021,MANHATTAN VILLAGE ACADEMY,71M439,M439,HIGH SCHOOL,2,29,3,14,6.9,5.4,15,10.3,7.8
2021,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,71M448,M448,HIGH SCHOOL,3,33,15,16,6.4,2.9,17,8.8,5.9
2021,VANGUARD HIGH SCHOOL,71M449,M449,HIGH SCHOOL,2,32,5,10,15,10.6,22,13,8.9
2021,FORSYTH SATELLITE ACADEMY,71M458,M458,HIGH SCHOOL,1,16,4,7,8.8,4.4,9,10.8,4
2021,MANHATTAN INTERNATIONAL HIGH SCHOOL,71M459,M459,HIGH SCHOOL,2,21,6,9,9,7.4,12,10.1,7.4
2021,THE COLLEGE ACADEMY,71M462,M462,HIGH SCHOOL,4,28,14,15,13.2,8.4,13,11,7
2021,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,71M463,M463,HIGH SCHOOL,3,23,7,11,11.8,7.9,12,7.5,6.4
2021,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,71M467,M467,HIGH SCHOOL,4,33,14,9,9,7,24,14.6,10
2021,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,71M468,M468,HIGH SCHOOL,4,32,7,14,10.9,7.2,18,11.5,5.8
2021,STUYVESANT HIGH SCHOOL,71M475,M475,HIGH SCHOOL,10,147,33,73,15.8,11.3,74,15.7,11.7
2021,BEACON HIGH SCHOOL,71M479,M479,HIGH SCHOOL,3,75,14,35,13,7.7,40,12.5,6.8
2021,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,71M485,M485,HIGH SCHOOL,12,155,21,66,13.4,9.5,89,13.8,10
2021,HIGH SCHOOL OF ECONOMICS AND FINANCE,71M489,M489,HIGH SCHOOL,3,45,7,20,8.5,6,25,11.2,7.8
2021,HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTIC,71M492,M492,HIGH SCHOOL,3,26,7,11,11.6,7.3,15,14.5,11
2021,HIGH SCHOOL OF ARTS AND TECHNOLOGY,71M494,M494,HIGH SCHOOL,4,35,9,10,12.8,4.2,25,9.5,3.6
2021,PARK EAST HIGH SCHOOL,71M495,M495,HIGH SCHOOL,3,31,4,14,9.9,7.3,17,11.1,7.9
2021,UNITY CENTER FOR URBAN TECHNOLOGIES,71M500,M500,HIGH SCHOOL,3,17,5,10,5.5,4.6,7,7.5,6.4
2021,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,71M505,M505,HIGH SCHOOL,3,33,12,17,13.4,10.4,16,15.6,9.9
2021,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,71M507,M507,HIGH SCHOOL,2,33,8,16,8.5,5.8,17,5.9,4.1
2021,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,71M515,M515,HIGH SCHOOL,3,32,7,9,13.7,12.5,23,10.4,9.2
2021,TALENT UNLIMITED HIGH SCHOOL,71M519,M519,HIGH SCHOOL,3,35,7,14,9,5.9,21,10,5.9
2021,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,71M520,M520,HIGH SCHOOL,1,11,6,6,18,10.2,5,11.1,7.1
2021,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,71M529,M529,HIGH SCHOOL,2,18,3,5,16.3,8.1,13,14.8,6.7
2021,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,71M531,M531,HIGH SCHOOL,3,16,5,6,6,2.7,10,8.8,2.9
2021,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,71M533,M533,HIGH SCHOOL,3,30,6,17,7,4.3,13,7.1,5.1
2021,HARVEST COLLEGIATE HIGH SCHOOL,71M534,M534,HIGH SCHOOL,3,36,4,13,8,5.3,23,11.2,4.2
2021,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,71M540,M540,HIGH SCHOOL,9,85,22,44,11.2,5.7,41,11.5,6.3
2021,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,71M541,M541,HIGH SCHOOL,3,25,4,13,13,9.6,12,7.7,6.3
2021,MANHATTAN BRIDGES HIGH SCHOOL,71M542,M542,HIGH SCHOOL,3,31,5,11,10,6.9,20,10.7,6.9
2021,NEW DESIGN HIGH SCHOOL,71M543,M543,HIGH SCHOOL,3,41,7,13,10.2,7.3,28,7.5,4.1
2021,INDEPENDENCE HIGH SCHOOL,71M544,M544,HIGH SCHOOL,3,22,5,11,14.8,7.4,11,8.7,4.2
2021,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,71M545,M545,HIGH SCHOOL,2,19,4,6,11.2,7.8,13,9.3,8.1
2021,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,71M550,M550,HIGH SCHOOL,3,25,7,12,13.1,7.5,13,13,8.9
2021,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,71M551,M551,HIGH SCHOOL,4,40,10,23,10,5,17,10.6,5.2
2021,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,71M552,M552,HIGH SCHOOL,4,32,7,15,15.9,9,17,12.1,6.7
2021,CENTRAL PARK EAST HIGH SCHOOL,71M555,M555,HIGH SCHOOL,3,32,6,9,11.9,10.2,23,9.9,8.3
2021,HIGH SCHOOL M560 - CITY AS SCHOOL,71M560,M560,HIGH SCHOOL,4,35,11,12,20.5,10.5,23,13.3,5.8
2021,URBAN ACADEMY LABORATORY HIGH SCHOOL,71M565,M565,HIGH SCHOOL,1,15,3,*,,,*,,
2021,SATELLITE ACADEMY HIGH SCHOOL,71M570,M570,HIGH SCHOOL,2,13,7,*,,,*,,
2021,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,71M575,M575,HIGH SCHOOL,5,40,13,23,12.5,8.4,17,12.2,10.4
2021,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,71M580,M580,HIGH SCHOOL,2,22,5,12,19.8,15.3,10,13.2,9.1
2021,HARVEY MILK HIGH SCHOOL,71M586,M586,HIGH SCHOOL,2,9,3,*,,,*,,
2021,THE HIGH SCHOOL OF FASHION INDUSTRIES,71M600,M600,HIGH SCHOOL,11,96,17,21,11.1,8.7,75,11,7.6
2021,HUMANITIES PREPARATORY ACADEMY,71M605,M605,HIGH SCHOOL,2,20,4,6,9.1,4.2,14,9.4,5.5
2021,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,71M615,M615,HIGH SCHOOL,3,32,10,10,15.9,10,22,13.1,7.9
2021,ART AND DESIGN HIGH SCHOOL,71M630,M630,HIGH SCHOOL,7,95,21,48,10.8,7.8,47,7.5,6.2
2021,CASCADES HIGH SCHOOL,71M650,M650,HIGH SCHOOL,2,12,3,5,10.3,8.4,7,12.2,5.4
2021,LIFE SCIENCES SECONDARY SCHOOL,71M655,M655,HIGH SCHOOL,2,30,6,16,10.5,8.1,14,7.6,5.9
2021,HERITAGE SCHOOL  THE,71M680,M680,HIGH SCHOOL,3,21,4,10,11.3,5.6,11,8.5,5.3
2021,HIGH SCHOOL FOR MATHEMATICS  SCIENCE AND ENGINEERI,71M692,M692,HIGH SCHOOL,2,30,6,21,14.8,11.1,9,14.8,9.3
2021,BARD HIGH SCHOOL EARLY COLLEGE,71M696,M696,HIGH SCHOOL,3,37,7,20,12.7,9.5,17,10.2,6
2021,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,72X213,X213,HIGH SCHOOL,2,29,6,16,14.9,6.8,13,13.1,5.8
2021,BRONX COLLEGIATE ACADEMY,72X227,X227,HIGH SCHOOL,3,28,10,11,8.9,6.6,17,10.2,6.8
2021,THE MARIE CURIE SCHOOL FOR MEDICINE  NURSING  AND,72X237,X237,HIGH SCHOOL,2,27,8,15,13.7,6.9,12,10.3,5.9
2021,METROPOLITAN HIGH SCHOOL  THE,72X248,X248,HIGH SCHOOL,3,25,5,11,13.2,3.3,14,9.3,2.7
2021,BRONX HEALTH SCIENCES HIGH SCHOOL,72X249,X249,HIGH SCHOOL,2,16,3,7,11.5,6.4,9,14.1,12
2021,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,72X250,X250,HIGH SCHOOL,3,30,7,11,12.3,4.8,19,9.4,5.4
2021,EXPLORATIONS ACADEMY H.S.,72X251,X251,HIGH SCHOOL,1,29,10,14,10.5,5.5,15,7.7,3.3
2021,MOTT HALL BRONX HIGH SCHOOL,72X252,X252,HIGH SCHOOL,2,27,5,10,6.1,2.8,17,6.8,4.5
2021,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,72X253,X253,HIGH SCHOOL,3,19,7,6,11.6,7.7,13,11.7,6.7
2021,H.E.R.O. HIGH (HEALTH  EDUCATION  AND RESEARCH OCC,72X259,X259,HIGH SCHOOL,3,43,5,15,6.6,3.7,28,6.3,3.5
2021,BRONX CENTER FOR SCIENCE AND MATHEMATICS,72X260,X260,HIGH SCHOOL,4,31,7,13,11.4,5.9,18,7.5,5.3
2021,VALIDUS PREPARATORY ACADEMY,72X263,X263,HIGH SCHOOL,3,26,8,14,6.4,4.8,12,8.7,6.1
2021,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),72X264,X264,HIGH SCHOOL,2,36,11,12,9.8,5.1,24,7.7,4.2
2021,BRONX LAB SCHOOL,72X265,X265,HIGH SCHOOL,3,30,7,12,11.1,7,18,10.9,7.4
2021,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,72X268,X268,HIGH SCHOOL,3,31,8,17,15,7,14,8.9,5.2
2021,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,72X270,X270,HIGH SCHOOL,3,28,8,11,14.3,6.4,17,11.6,6.3
2021,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,72X275,X275,HIGH SCHOOL,4,33,13,18,16.1,9,15,10.6,7.4
2021,WOMEN'S ACADEMY OF EXCELLENCE,72X282,X282,HIGH SCHOOL,2,20,6,6,9.8,4.3,14,15.8,6.1
2021,BRONX SCHOOL OF LAW AND FINANCE,72X284,X284,HIGH SCHOOL,3,25,11,9,14.3,9,16,9.7,4.5
2021,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,72X288,X288,HIGH SCHOOL,4,32,6,11,10.5,3.7,21,12.1,3.7
2021,BRONX ACADEMY OF HEALTH CAREERS,72X290,X290,HIGH SCHOOL,3,24,3,7,17.6,10.6,17,9.3,6.5
2021,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TH,72X293,X293,HIGH SCHOOL,4,32,7,16,7.5,5.2,16,9.2,4.9
2021,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,72X297,X297,HIGH SCHOOL,4,34,9,14,4.2,3.5,20,9.3,6.8
2021,ASTOR COLLEGIATE ACADEMY,72X299,X299,HIGH SCHOOL,3,32,6,13,12.1,7.5,19,10.6,6.4
2021,MILLENNIUM ART ACADEMY,72X312,X312,HIGH SCHOOL,3,35,8,9,12.1,8.4,26,11.7,5.7
2021,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,72X319,X319,HIGH SCHOOL,1,13,3,5,20.2,11.5,8,16.7,7.7
2021,PELHAM LAB HIGH SCHOOL,72X320,X320,HIGH SCHOOL,3,37,12,19,7.2,3.2,18,6.9,3.5
2021,DREAMYARD PREPARATORY SCHOOL,72X329,X329,HIGH SCHOOL,2,24,5,8,10.3,6.1,16,6,4.4
2021,INTERNATIONAL COMMUNITY HIGH SCHOOL,72X334,X334,HIGH SCHOOL,2,28,12,14,12.2,8.2,14,8.7,5.1
2021,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,72X348,X348,HIGH SCHOOL,3,26,6,11,10.5,4.6,14,9.9,4.2
2021,BRONX RIVER HIGH SCHOOL,72X349,X349,HIGH SCHOOL,3,35,11,13,7.5,3.4,22,9.1,3.6
2021,BRONX COLLABORATIVE HIGH SCHOOL,72X351,X351,HIGH SCHOOL,3,45,8,19,7.4,3.1,26,8.3,3.1
2021,WORLD VIEW HIGH SCHOOL,72X353,X353,HIGH SCHOOL,4,48,14,16,4.3,2.8,31,5.1,3.1
2021,ACADEMY FOR LANGUAGE AND TECHNOLOGY,72X365,X365,HIGH SCHOOL,2,25,4,12,5.2,3.1,13,5.9,4.5
2021,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,72X374,X374,HIGH SCHOOL,3,26,8,10,6,4.4,16,7.1,5.6
2021,BRONX COMMUNITY HIGH SCHOOL,72X377,X377,HIGH SCHOOL,2,13,2,5,17.9,10.8,8,14.2,7.2
2021,JILL CHAIFETZ TRANSFER HIGH SCHOOL,72X379,X379,HIGH SCHOOL,2,17,3,8,16.6,6.1,9,5.9,5.3
2021,BRONX HAVEN HIGH SCHOOL,72X381,X381,HIGH SCHOOL,2,15,2,9,7.2,4,6,7.9,4.6
2021,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,72X388,X388,HIGH SCHOOL,2,35,5,16,6.3,4.1,19,8.3,4.9
2021,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,72X397,X397,HIGH SCHOOL,3,22,9,5,9,3.9,17,11,4.6
2021,BRONX INTERNATIONAL HIGH SCHOOL,72X403,X403,HIGH SCHOOL,4,27,10,13,9.9,4.6,14,11,3.6
2021,SCHOOL FOR EXCELLENCE,72X404,X404,HIGH SCHOOL,2,20,8,8,15.4,10.4,12,10.5,4.9
2021,HERBERT H. LEHMAN HIGH SCHOOL,72X405,X405,HIGH SCHOOL,6,73,25,25,13.3,12.2,48,8.4,7
2021,BRONX HIGH SCHOOL OF BUSINESS,72X412,X412,HIGH SCHOOL,3,31,10,13,8.7,5.9,18,11.2,5
2021,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,72X418,X418,HIGH SCHOOL,4,33,9,13,9.5,5.5,20,11.1,7
2021,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,72X427,X427,HIGH SCHOOL,3,24,8,12,8.7,7,12,12.8,7.3
2021,BRONX BRIDGES HIGH SCHOOL,72X432,X432,HIGH SCHOOL,3,28,9,7,4.2,4,21,3.7,3
2021,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,72X433,X433,HIGH SCHOOL,3,30,11,14,14.5,9,16,14.3,6.7
2021,BELMONT PREPARATORY HIGH SCHOOL,72X434,X434,HIGH SCHOOL,2,29,10,15,14.7,8.5,14,14.7,9.9
2021,FORDHAM HIGH SCHOOL FOR THE ARTS,72X437,X437,HIGH SCHOOL,2,29,8,18,4.1,2.4,11,5.6,3.4
2021,FORDHAM LEADERSHIP ACADEMY,72X438,X438,HIGH SCHOOL,3,27,6,11,6,3.5,16,5.2,2.6
2021,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,72X439,X439,HIGH SCHOOL,3,33,7,18,10.2,6.4,15,11.9,8.6
2021,DEWITT CLINTON HIGH SCHOOL,72X440,X440,HIGH SCHOOL,8,79,17,33,9,6.4,45,6.5,5
2021,CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC  THE,72X442,X442,HIGH SCHOOL,3,31,11,14,10.7,7.1,17,12,9.4
2021,THE BRONX HIGH SCHOOL OF SCIENCE,72X445,X445,HIGH SCHOOL,9,133,25,67,11.9,9.5,66,10,8.1
2021,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,72X446,X446,HIGH SCHOOL,2,16,4,*,,,*,,
2021,GOTHAM COLLABORATIVE HIGH SCHOOL,72X452,X452,HIGH SCHOOL,3,42,11,21,12.8,4.5,21,12.2,3.9
2021,HARRY S TRUMAN HIGH SCHOOL,72X455,X455,HIGH SCHOOL,10,131,34,55,11.1,9.2,76,10.5,7.9
2021,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,72X473,X473,HIGH SCHOOL,3,22,9,8,6.7,5.9,14,8.8,6.1
2021,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,72X477,X477,HIGH SCHOOL,3,32,9,12,12.5,9.2,20,10.8,6.9
2021,THE CINEMA SCHOOL,72X478,X478,HIGH SCHOOL,3,25,5,11,4.3,3.4,14,4.8,3.6
2021,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,72X479,X479,HIGH SCHOOL,2,23,10,15,8.6,3.5,8,6.8,2.8
2021,BRONX REGIONAL HIGH SCHOOL,72X480,X480,HIGH SCHOOL,2,12,5,6,18.1,10.2,6,12.2,6.3
2021,UNIVERSITY HEIGHTS SECONDARY SCHOOL,72X495,X495,HIGH SCHOOL,3,30,8,13,9.7,9.1,17,10.3,8.8
2021,BRONXDALE HIGH SCHOOL,72X508,X508,HIGH SCHOOL,3,44,7,18,5.8,4.3,26,5.6,3.5
2021,HIGH SCHOOL OF LANGUAGE AND INNOVATION,72X509,X509,HIGH SCHOOL,3,32,7,13,10,5.3,19,5.9,3.4
2021,BRONX ENVISION ACADEMY,72X511,X511,HIGH SCHOOL,3,36,9,12,7.7,4,24,9.5,4.5
