year,school_name_x,school_name_y,ptr
2020,PELHAM PREPARATORY ACADEMY,Pelham Preparatory Academy,15.1
2022,PELHAM PREPARATORY ACADEMY,Pelham Preparatory Academy,15.7
2019,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Performing Arts and Technology High School,14.1
2020,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Performing Arts and Technology High School,12.5
2022,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Performing Arts and Technology High School,12.9
2019,PORT RICHMOND HIGH SCHOOL,Port Richmond High School,15.9
2020,PORT RICHMOND HIGH SCHOOL,Port Richmond High School,15.1
2022,PORT RICHMOND HIGH SCHOOL,Port Richmond High School,14.7
2019,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,Preparatory Academy for Writers: A College Board School,18.6
2020,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,Preparatory Academy for Writers: A College Board School,18.0
2022,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,Preparatory Academy for Writers: A College Board School,17.3
2019,PROFESSIONAL PATHWAYS HIGH SCHOOL,Professional Pathways High School,10.9
2020,PROFESSIONAL PATHWAYS HIGH SCHOOL,Professional Pathways High School,12.2
2022,PROFESSIONAL PATHWAYS HIGH SCHOOL,Professional Pathways High School,11.4
2019,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Professional Performing Arts High School,19.3
2020,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Professional Performing Arts High School,19.1
2022,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Professional Performing Arts High School,20.0
2019,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,PROGRESS High School for Professional Careers,14.4
2020,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,PROGRESS High School for Professional Careers,14.9
2022,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,PROGRESS High School for Professional Careers,14.8
2019,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Queens Collegiate: A College Board School,14.6
2020,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Queens Collegiate: A College Board School,14.6
2022,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Queens Collegiate: A College Board School,15.3
2019,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY","Queens High School for Information, Research, and Technology",15.0
2020,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY","Queens High School for Information, Research, and Technology",14.8
2022,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY","Queens High School for Information, Research, and Technology",14.6
2019,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,Queens High School for Language Studies,14.4
2020,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,Queens High School for Language Studies,15.2
2022,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,Queens High School for Language Studies,15.3
2019,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES","Queens High School of Teaching, Liberal Arts and the Sciences",17.0
2020,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES","Queens High School of Teaching, Liberal Arts and the Sciences",16.3
2022,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES","Queens High School of Teaching, Liberal Arts and the Sciences",16.4
2019,QUEENS METROPOLITAN HIGH SCHOOL,Queens Metropolitan High School,15.8
2020,QUEENS METROPOLITAN HIGH SCHOOL,Queens Metropolitan High School,15.8
2022,QUEENS METROPOLITAN HIGH SCHOOL,Queens Metropolitan High School,16.0
2019,QUEENS PREPARATORY ACADEMY,Queens Preparatory Academy,14.6
2020,QUEENS PREPARATORY ACADEMY,Queens Preparatory Academy,11.6
2022,QUEENS PREPARATORY ACADEMY,Queens Preparatory Academy,11.6
2019,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,Queens Satellite High School for Opportunity,15.4
2020,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,Queens Satellite High School for Opportunity,15.1
2022,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,Queens Satellite High School for Opportunity,14.5
2019,"QUEENS SCHOOL OF INQUIRY, THE",The Queens School of Inquiry,12.3
2020,"QUEENS SCHOOL OF INQUIRY, THE",The Queens School of Inquiry,13.2
2022,"QUEENS SCHOOL OF INQUIRY, THE",The Queens School of Inquiry,12.8
2019,QUEST TO LEARN,Quest to Learn,11.5
2020,QUEST TO LEARN,Quest to Learn,12.7
2022,QUEST TO LEARN,Quest to Learn,12.5
2019,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Rachel Carson High School for Coastal Studies,16.1
2020,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Rachel Carson High School for Coastal Studies,16.9
2022,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Rachel Carson High School for Coastal Studies,16.9
2019,RESEARCH AND SERVICE HIGH SCHOOL,Research and Service High School,16.0
2020,RESEARCH AND SERVICE HIGH SCHOOL,Research and Service High School,15.4
2022,RESEARCH AND SERVICE HIGH SCHOOL,Research and Service High School,12.8
2019,RICHMOND HILL HIGH SCHOOL,Richmond Hill High School,12.5
2020,RICHMOND HILL HIGH SCHOOL,Richmond Hill High School,14.4
2022,RICHMOND HILL HIGH SCHOOL,Richmond Hill High School,14.4
2019,ROCKAWAY COLLEGIATE HIGH SCHOOL,Rockaway Collegiate High School,11.5
2020,ROCKAWAY COLLEGIATE HIGH SCHOOL,Rockaway Collegiate High School,12.4
2022,ROCKAWAY COLLEGIATE HIGH SCHOOL,Rockaway Collegiate High School,11.9
2019,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,Rockaway Park High School for Environmental Sustainability,12.1
2020,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,Rockaway Park High School for Environmental Sustainability,12.0
2022,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,Rockaway Park High School for Environmental Sustainability,11.5
2019,SCHOLARS' ACADEMY,Scholars' Academy,17.9
2020,SCHOLARS' ACADEMY,Scholars' Academy,17.2
2022,SCHOLARS' ACADEMY,Scholars' Academy,17.2
2019,SCHOOL FOR EXCELLENCE,School for Excellence,11.5
2020,SCHOOL FOR EXCELLENCE,School for Excellence,11.4
2022,SCHOOL FOR EXCELLENCE,School for Excellence,10.5
2019,SCHOOL FOR INTERNATIONAL STUDIES,CSI High School for International Studies,14.2
2020,SCHOOL FOR INTERNATIONAL STUDIES,CSI High School for International Studies,14.3
2022,SCHOOL FOR INTERNATIONAL STUDIES,CSI High School for International Studies,14.5
2019,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,Schuylerville Preparatory High School,12.9
2020,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,Schuylerville Preparatory High School,14.0
2022,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,Schuylerville Preparatory High School,14.1
2019,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,South Bronx Preparatory: A College Board School,13.1
2020,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,South Bronx Preparatory: A College Board School,12.3
2022,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,South Bronx Preparatory: A College Board School,12.4
2019,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,South Brooklyn Community High School,11.8
2020,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,South Brooklyn Community High School,12.6
2022,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,South Brooklyn Community High School,13.4
2019,SPRING CREEK COMMUNITY SCHOOL,Spring Creek Community School,11.3
2020,SPRING CREEK COMMUNITY SCHOOL,Spring Creek Community School,10.7
2022,SPRING CREEK COMMUNITY SCHOOL,Spring Creek Community School,10.5
2019,STATEN ISLAND TECHNICAL HIGH SCHOOL,Staten Island Technical High School,20.4
2020,STATEN ISLAND TECHNICAL HIGH SCHOOL,Staten Island Technical High School,21.5
2022,STATEN ISLAND TECHNICAL HIGH SCHOOL,Staten Island Technical High School,20.8
2019,STUYVESANT HIGH SCHOOL,Stuyvesant High School,20.6
2020,STUYVESANT HIGH SCHOOL,Stuyvesant High School,22.0
2022,STUYVESANT HIGH SCHOOL,Stuyvesant High School,21.8
2019,SUNSET PARK HIGH SCHOOL,Sunset Park High School,11.4
2020,SUNSET PARK HIGH SCHOOL,Sunset Park High School,11.8
2022,SUNSET PARK HIGH SCHOOL,Sunset Park High School,11.5
2019,TALENT UNLIMITED HIGH SCHOOL,Talent Unlimited High School,15.0
2020,TALENT UNLIMITED HIGH SCHOOL,Talent Unlimited High School,14.4
2022,TALENT UNLIMITED HIGH SCHOOL,Talent Unlimited High School,14.6
2019,TEACHERS PREPARATORY HIGH SCHOOL,Teachers Preparatory High School,10.4
2020,TEACHERS PREPARATORY HIGH SCHOOL,Teachers Preparatory High School,8.6
2022,TEACHERS PREPARATORY HIGH SCHOOL,Teachers Preparatory High School,8.2
2019,THE BRONXWOOD PREPARATORY ACADEMY,The Bronxwood Preparatory Academy,13.8
2020,THE BRONXWOOD PREPARATORY ACADEMY,The Bronxwood Preparatory Academy,15.1
2022,THE BRONXWOOD PREPARATORY ACADEMY,The Bronxwood Preparatory Academy,15.7
2019,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,The Brooklyn Academy of Global Finance,9.6
2020,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,The Brooklyn Academy of Global Finance,12.0
2022,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,The Brooklyn Academy of Global Finance,11.8
2019,THE CINEMA SCHOOL,The Cinema School,15.7
2020,THE CINEMA SCHOOL,The Cinema School,14.0
2022,THE CINEMA SCHOOL,The Cinema School,13.8
2019,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,The Eagle Academy for Young Men of Staten Island,11.2
2020,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,The Eagle Academy for Young Men of Staten Island,10.9
2022,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,The Eagle Academy for Young Men of Staten Island,11.4
2019,THE GLOBAL LEARNING COLLABORATIVE,The Global Learning Collaborative,12.1
2020,THE GLOBAL LEARNING COLLABORATIVE,The Global Learning Collaborative,13.2
2022,THE GLOBAL LEARNING COLLABORATIVE,The Global Learning Collaborative,13.0
2019,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,The High School for Global Citizenship,16.2
2020,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,The High School for Global Citizenship,18.0
2022,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,The High School for Global Citizenship,17.8
2019,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,The High School For Language And Diplomacy,16.8
2020,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,The High School For Language And Diplomacy,15.0
2022,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,The High School For Language And Diplomacy,14.6
2019,THE HIGH SCHOOL OF FASHION INDUSTRIES,The High School of Fashion Industries,15.9
2020,THE HIGH SCHOOL OF FASHION INDUSTRIES,The High School of Fashion Industries,16.1
2022,THE HIGH SCHOOL OF FASHION INDUSTRIES,The High School of Fashion Industries,16.1
2019,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,The Metropolitan Soundview High School,10.9
2020,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,The Metropolitan Soundview High School,11.6
2022,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,The Metropolitan Soundview High School,12.2
2019,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,The Urban Assembly Bronx Academy of Letters,9.0
2020,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,The Urban Assembly Bronx Academy of Letters,10.0
2022,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,The Urban Assembly Bronx Academy of Letters,10.0
2019,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,The Urban Assembly School for Collaborative Health,13.8
2020,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,The Urban Assembly School for Collaborative Health,11.4
2022,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,The Urban Assembly School for Collaborative Health,11.4
2019,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,The Urban Assembly School for Emergency Management,11.2
2020,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,The Urban Assembly School for Emergency Management,11.1
2022,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,The Urban Assembly School for Emergency Management,11.1
2019,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,The Urban Assembly School for Global Commerce,10.7
2020,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,The Urban Assembly School for Global Commerce,9.1
2022,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,The Urban Assembly School for Global Commerce,9.3
2019,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,The Urban Assembly School for Green Careers,11.4
2020,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,The Urban Assembly School for Green Careers,10.8
2022,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,The Urban Assembly School for Green Careers,11.0
2019,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,The Urban Assembly School for Law and Justice,14.8
2020,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,The Urban Assembly School for Law and Justice,14.7
2022,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,The Urban Assembly School for Law and Justice,15.2
2019,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Theatre Arts Production Company School,10.4
2020,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Theatre Arts Production Company School,11.3
2022,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Theatre Arts Production Company School,11.4
2019,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Thurgood Marshall Academy for Learning and Social Change,13.4
2020,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Thurgood Marshall Academy for Learning and Social Change,12.8
2022,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Thurgood Marshall Academy for Learning and Social Change,12.6
2019,TOTTENVILLE HIGH SCHOOL,Tottenville High School,17.7
2020,TOTTENVILLE HIGH SCHOOL,Tottenville High School,17.8
2022,TOTTENVILLE HIGH SCHOOL,Tottenville High School,17.8
2019,TOWNSEND HARRIS HIGH SCHOOL,Townsend Harris High School,20.0
2020,TOWNSEND HARRIS HIGH SCHOOL,Townsend Harris High School,19.4
2022,TOWNSEND HARRIS HIGH SCHOOL,Townsend Harris High School,18.8
2019,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,Union Square Academy for Health Sciences,13.6
2020,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,Union Square Academy for Health Sciences,12.9
2022,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,Union Square Academy for Health Sciences,12.8
2019,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,University Neighborhood High School,16.3
2020,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,University Neighborhood High School,14.9
2022,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,University Neighborhood High School,14.9
2019,URBAN ACADEMY LABORATORY HIGH SCHOOL,Urban Academy Laboratory High School,10.3
2020,URBAN ACADEMY LABORATORY HIGH SCHOOL,Urban Academy Laboratory High School,9.1
2022,URBAN ACADEMY LABORATORY HIGH SCHOOL,Urban Academy Laboratory High School,9.3
2019,URBAN ACTION ACADEMY,Urban Action Academy,15.7
2020,URBAN ACTION ACADEMY,Urban Action Academy,14.3
2022,URBAN ACTION ACADEMY,Urban Action Academy,13.3
2019,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,Urban Assembly Gateway School for Technology,12.8
2020,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,Urban Assembly Gateway School for Technology,12.8
2022,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,Urban Assembly Gateway School for Technology,13.1
2019,URBAN ASSEMBLY MAKER ACADEMY,Urban Assembly Maker Academy,13.6
2020,URBAN ASSEMBLY MAKER ACADEMY,Urban Assembly Maker Academy,13.2
2022,URBAN ASSEMBLY MAKER ACADEMY,Urban Assembly Maker Academy,13.2
2019,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,Urban Assembly New York Harbor School,13.4
2020,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,Urban Assembly New York Harbor School,13.3
2022,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,Urban Assembly New York Harbor School,13.0
2019,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",Urban Assembly School for Applied Math and Science,10.3
2020,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",Urban Assembly School for Applied Math and Science,9.3
2022,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",Urban Assembly School for Applied Math and Science,9.6
2019,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,Urban Assembly School for the Performing Arts,14.1
2020,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,Urban Assembly School for the Performing Arts,14.5
2022,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,Urban Assembly School for the Performing Arts,14.7
2019,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",Urban Assembly School of Business for Young Women,11.3
2020,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",Urban Assembly School of Business for Young Women,13.1
2022,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",Urban Assembly School of Business for Young Women,13.0
2019,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",Urban Assembly School of Design and Construction,12.5
2020,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",Urban Assembly School of Design and Construction,11.5
2022,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",Urban Assembly School of Design and Construction,11.4
2019,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,Validus Preparatory Academy,15.3
2020,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,Validus Preparatory Academy,15.2
2022,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,Validus Preparatory Academy,14.5
2019,VERITAS ACADEMY,Veritas Academy,14.8
2020,VERITAS ACADEMY,Veritas Academy,15.1
2022,VERITAS ACADEMY,Veritas Academy,14.6
2019,VICTORY COLLEGIATE HIGH SCHOOL,Victory Collegiate High School,11.4
2020,VICTORY COLLEGIATE HIGH SCHOOL,Victory Collegiate High School,10.4
2022,VICTORY COLLEGIATE HIGH SCHOOL,Victory Collegiate High School,10.5
2019,VILLAGE ACADEMY,It Takes a Village Academy,11.1
2020,VILLAGE ACADEMY,It Takes a Village Academy,9.8
2022,VILLAGE ACADEMY,It Takes a Village Academy,9.8
2019,WEST BRONX ACADEMY FOR THE FUTURE,West Bronx Academy for the Future,11.8
2020,WEST BRONX ACADEMY FOR THE FUTURE,West Bronx Academy for the Future,11.8
2022,WEST BRONX ACADEMY FOR THE FUTURE,West Bronx Academy for the Future,11.7
2019,WESTCHESTER SQUARE ACADEMY,Westchester Square Academy,13.2
2020,WESTCHESTER SQUARE ACADEMY,Westchester Square Academy,12.3
2022,WESTCHESTER SQUARE ACADEMY,Westchester Square Academy,12.3
2019,WILLIAM CULLEN BRYANT HIGH SCHOOL,William Cullen Bryant High School,15.4
2020,WILLIAM CULLEN BRYANT HIGH SCHOOL,William Cullen Bryant High School,16.1
2022,WILLIAM CULLEN BRYANT HIGH SCHOOL,William Cullen Bryant High School,15.9
2019,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,Williamsburg High School for Architecture and Design,16.4
2020,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,Williamsburg High School for Architecture and Design,16.6
2022,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,Williamsburg High School for Architecture and Design,16.5
2019,WILLIAMSBURG PREPARATORY SCHOOL,Williamsburg Preparatory School,14.9
2020,WILLIAMSBURG PREPARATORY SCHOOL,Williamsburg Preparatory School,14.6
2022,WILLIAMSBURG PREPARATORY SCHOOL,Williamsburg Preparatory School,14.8
2019,WINGS ACADEMY,Wings Academy,14.0
2020,WINGS ACADEMY,Wings Academy,11.7
2022,WINGS ACADEMY,Wings Academy,11.6
2019,WOMEN'S ACADEMY OF EXCELLENCE,Women's Academy of Excellence,12.2
2020,WOMEN'S ACADEMY OF EXCELLENCE,Women's Academy of Excellence,10.7
2022,WOMEN'S ACADEMY OF EXCELLENCE,Women's Academy of Excellence,10.9
2019,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,World Journalism Preparatory: A College Board School,15.0
2020,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,World Journalism Preparatory: A College Board School,14.7
2022,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,World Journalism Preparatory: A College Board School,14.8
2019,WORLD VIEW HIGH SCHOOL,World View High School,11.9
2020,WORLD VIEW HIGH SCHOOL,World View High School,12.3
2022,WORLD VIEW HIGH SCHOOL,World View High School,12.2
2019,YORK EARLY COLLEGE ACADEMY,York Early College Academy,20.4
2020,YORK EARLY COLLEGE ACADEMY,York Early College Academy,20.6
2022,YORK EARLY COLLEGE ACADEMY,York Early College Academy,20.8
2019,YOUNG WOMEN'S LEADERSHIP SCHOOL,Young Women's Leadership School,15.6
2020,YOUNG WOMEN'S LEADERSHIP SCHOOL,Young Women's Leadership School,15.0
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL,Young Women's Leadership School,15.1
2019,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,Young Women's Leadership School of Brooklyn,12.1
2020,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,Young Women's Leadership School of Brooklyn,11.6
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,Young Women's Leadership School of Brooklyn,11.6
2019,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,Young Women's Leadership School of the Bronx,14.2
2020,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,Young Women's Leadership School of the Bronx,15.2
2022,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,Young Women's Leadership School of the Bronx,14.3
2019,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",The Young Women's Leadership School Astoria,15.8
2020,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",The Young Women's Leadership School Astoria,14.8
2022,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",The Young Women's Leadership School Astoria,14.8
2019,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",Young Women's Leadership School,15.9
2020,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",Young Women's Leadership School,16.6
2022,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",Young Women's Leadership School,17.1
